Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr21;Attr22;Attr23;Attr24;Attr25;Attr26;Attr27;Attr28;Attr29;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr37;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr55;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;class;;Ratio de solvencia;Inmovilizado(>1 ok);ROE;Ratio Beaveur;A;B;C;D;E;RATIO ALTMAN
0,090349;0,73248;0,12147;35,279;156,69;-0,039055;0,090349;0,36522;0,39344;0,26752;0,11383;18,802;0,37705;0,090349;1802,3;0,20252;13,652;0,090349;0,22964;63,702;?;0,073189;0,22964;0,090349;0,051294;0,20252;31,168;0,14627;49,342;15,574;0,28932;54,856;66,537;0,4365;0,073713;0,39344;0,29904;0,81144;0,18735;25,062;0,18612;0,18602;45,544;39,174;13,158;3,385;78,389;0,015194;0,038617;0,23144;0,048052;0,15029;0,32213;0,97708;10440;0,18735;0,33773;0,7923;20,332;57,298;93,174;44,579;81,878;0,47375;0;;13,652;0,97708;13,158;0,20252;0,12147;0,090349;0,090349;0,26752;0,39344;1,1243563
-0,097151;0,4792;0,081658;12,385;-29,94;-0,004043;-0,097723;10,868;0,97693;0,5208;0,013687;-0,28543;-0,025946;-0,097723;-6900,6;-0,052894;20,868;-0,097723;-0,10003;42,908;0,84948;-0,00116;-0,099446;-0,18092;0,51618;-0,051701;-0,010416;0,14178;45,117;0,47478;-0,087759;115,33;31,648;22,612;-0,10664;0,97693;16,592;0,53943;-0,10916;0,19363;0,2243;-0,001188;133,66;90,751;-0,84595;0,90308;38,685;-0,073537;-0,075274;0,88488;0,34238;0,31597;0,90422;0,93657;2652,9;-0,10916;-0,18654;10,859;0,035781;85,067;4,022;127,92;28,534;16,962;0;;20,868;0,93657;-0,84595;-0,052894;0,081658;-0,097151;-0,097723;0,5208;0,97693;0,9289023
0,004166;0,98739;-0,47681;0,41282;-146,24;-0,074278;0,004229;0,006961;10,194;0,006874;0,004229;0,005207;0,032828;0,004229;6624,9;0,055095;10,128;0,004229;0,002552;35,578;10,362;0,033197;0,002514;-0,074001;0,006874;0,055031;0,20423;-0,71726;44,401;0,5712;0,002552;182,34;20,017;0,033621;0,033197;16,623;0,99064;0,18222;0,020033;0,052277;0,38938;0,020033;64,488;28,91;0,02579;0,21391;36,27;-0,016974;-0,010243;0,33951;0,81204;0,49956;0,01034;0,2741;-13136;0,019071;0,60604;0,98093;25,51;10,259;12,626;178,86;20,407;24,927;0;;10,128;0,2741;0,02579;0,055095;-0,47681;0,004166;0,004229;0,006874;10,194;9,6457405
0,15032;0,12599;0,12295;19,759;55,381;0,42473;0,18765;62,392;12,399;0,78607;0,18765;14,894;0,30784;0,18765;173,76;21,006;79,371;0,18765;0,21827;11,553;10,774;0,17356;0,17485;0,52698;0,78607;18,043;25,031;0,16371;56,878;0,051463;0,21827;66,322;55,034;13,776;0,17356;0,95248;?;0,78607;0,20188;0,65617;0,016531;0,20188;70,594;59,041;55,242;17,599;14,324;0,096553;0,11231;19,759;0,12599;0,1817;10,466;10,466;59916;0,19347;0,19123;0,80653;0;31,593;61,821;53,491;68,236;11,447;0;;79,371;10,466;55,242;21006;0,12295;0,15032;0,18765;0,78607;12,399;13,847875
0,32934;0,063275;0,68355;11,803;282,13;0,45383;0,37242;14,407;12,882;0,9116;0,37242;58,858;0,38447;0,37242;59,751;61,087;15,804;0,37242;0,37044;30,126;13,511;0,36775;0,32759;0,53967;0,9116;54,278;47,121;26,999;38,478;-0,3116;0,37044;29,593;12,334;58,119;0,36775;12,318;?;0,9116;0,3658;59,509;0,005448;0,3658;134,43;104,31;3,969;10,491;38,808;0,35365;0,35177;11,803;0,063275;0,081077;36,006;36,006;4814,5;0,22372;0,36128;0,77628;0;12,116;34,993;22,973;15,889;39,709;0;;15,804;36,006;3,969;61087;0,68355;0,32934;0,37242;0,9116;12,882;15,939282
0,32038;0,51795;0,45418;19,222;62,203;0;0,39673;0,93067;18,997;0,48205;0,39709;0,80552;0,21427;0,39673;464,44;0,7859;19,307;0,39673;0,20883;37,011;?;0,38445;0,16865;0,39673;0,44745;0,63851;1050,6;85,183;4,063;0,13201;0,20903;118,55;30,789;29,277;0,38332;18,997;68,19;0,4931;0,20178;0,54516;0,043732;0,20238;130,3;93,292;16,632;15,311;46,367;0,37412;0,19694;18,277;0,49251;0,32479;9,041;92,484;5251,3;0,20178;0,66464;0,79375;0,02294;9,862;39,124;94,627;38,572;35,63;0;;19,307;92,484;16,632;0,7859;0,45418;0,32038;0,39673;0,48205;18,997;21,588987
0,10567;0,42163;0,2167;16,011;41,406;0;0,13217;13,717;19,518;0,57837;0,14172;0,36665;0,10145;0,13217;777,17;0,46965;23,717;0,13217;0,067718;35,518;10,577;0,13915;0,054139;0,23336;0,57367;0,40679;14,568;0,51252;49,306;0,21602;0,07215;71,554;5,101;43,613;0,11294;19,518;29,156;0,59165;0,057863;0,017679;0,068558;0,071294;106,75;71,227;0,55635;10,742;37,7;0,073304;0,037557;13,689;0,36049;0,19604;13,679;13,993;18469;0,057863;0,1827;0,93355;0,022965;10,276;51,244;67,414;54,143;46,163;0;;23,717;13,993;0,55635;0,46965;0,2167;0,10567;0,13217;0,57837;19,518;20,709161
-0,015665;0,78388;-0,33714;0,56858;-123,26;-0,015665;-0,015665;0,27571;0,98587;0,21612;-0,015665;-0,020046;0,009457;-0,015665;18265;0,019983;12,757;-0,015665;-0,009457;49,926;?;-0,003998;-0,009457;-0,015665;0,21612;0,019983;-0,023797;-0,60671;40,597;0,47324;-0,009457;169,77;2,15;-0,005101;-0,003998;17,646;89,927;0,21854;-0,002414;0,001054;0,94292;-0,002414;97,727;47,801;-0,069141;0,27865;49,221;-0,035328;-0,021328;0,56682;0,78146;0,46511;0,38893;0,39329;-3867,8;-0,01433;-0,072484;10,143;0,011204;73,108;76,358;172,2;21,196;29,809;0;;12,757;0,39329;-0,069141;0,019983;-0,33714;-0,015665;-0,015665;0,21612;0,98587;0,6373485
0,011582;0,58022;0,30635;15,365;22,37;0,057592;0,017026;0,64965;10,115;0,37694;0,017026;0,029814;0,027438;0,017026;5723,4;0,063774;17,235;0,017026;0,012625;58,548;0,95179;0,018521;0,008588;0,082457;0,37694;0,054392;0,13892;2,499;49,506;0,36934;0,012625;156,34;23,347;0,031921;0,018521;13,936;72,166;0,3861;0,013734;0,15856;0,4955;0,013734;212,96;154,42;0,053541;11,577;59,223;-0,001456;-0,00108;15,122;0,57106;0,42833;30,748;31,496;27340;0,011398;0,030727;0,9886;0,024303;62,342;23,637;154,56;23,616;11,001;0;;17,235;31,496;0,053541;0,063774;0,30635;0,011582;0,017026;0,37694;10,115;10,7811846
0,20943;0,14913;0,28853;30,298;72,386;0,55099;0,15756;54,581;12,035;0,81394;0,15756;11,084;0,17742;0,15756;285,33;12,792;67,057;0,15756;0,14653;30,301;14,714;0,15863;0,19477;0,36411;0,81394;16,271;17,755;0,5068;5,169;0,10212;0,14653;58,073;62,851;10,637;0,15863;10,984;48,94;0,82092;0,14753;0,46162;0,025556;0,14753;123,92;93,622;23,462;24,018;36,467;0,12542;0,11664;2,888;0,14215;0,15911;14,297;14,419;42580;0,16909;0,2573;0,83091;0,008571;12,046;38,987;48,254;75,642;18,887;0;;67,057;14,419;23,462;12792;0,28853;0,20943;0,15756;0,81394;12,035;13,68275
0,42879;0,40193;0,050882;11,266;-37,166;0;0,53502;1,488;21,857;0,59807;0,54556;13,311;0,27763;0,53502;241,75;15,098;2,488;0,53502;0,24478;34,981;?;0,53597;0,19617;0,53502;0,59402;12,455;50,85;0,092988;37,555;0,16779;0,24478;89,557;40,756;40,756;0,54764;21,857;?;0,59807;0,25055;0,095282;0,022043;0,24521;69,22;34,239;2,047;0,60542;46,675;0,46416;0,21236;11,266;0,40193;0,24536;1,093;1,093;289,76;0,25055;0,71695;0,75874;0;10,434;10,66;67,118;54,382;39,945;0;;2,488;1,093;2,047;15098;0,050882;0,42879;0,53502;0,59807;21,857;24,6427724
0,11304;0,48799;0,44636;21,249;14,526;0;0,11304;10,492;20,211;0,51201;0,12175;0,28489;0,06074;0,11304;1450,9;0,25157;20,492;0,11304;0,05593;69,498;0,87764;0;0,05593;0,004715;0,4989;0,25157;0;28,456;35,812;0,23278;0,11669;136,36;26,768;21,765;0,02554;20,211;51,474;0,60105;0,012637;0,092185;1,673;0;145,66;76,164;0,29374;11,551;132,25;-0,009723;-0,004811;17,278;0,39678;0,37358;32,642;38,318;1701,8;0,47449;0,22078;0,53015;0,1739;5,252;47,923;71,657;50,937;12,885;0;;20,492;38,318;0,29374;0,25157;0,44636;0,11304;0,11304;0,51201;20,211;21,585126
0,18837;0,47609;0,25796;15,435;21,742;0;0,18837;11,004;15,096;0,52391;0,18847;0,39687;0,13688;0,18837;840,97;0,43402;21,004;0,18837;0,12479;36,447;21,781;0,21222;0,12479;0,21243;0,38097;0,43402;2153,6;0,96472;39,046;0,30214;0,12485;133,18;27,407;27,324;0,2087;15,096;?;0,52391;0,13825;0,10479;0,068856;0,14058;165,11;128,66;12,497;12,259;42,294;0,19396;0,12848;15,388;0,47465;0,36487;19,593;19,593;2070,6;0,13825;0,35956;0,85953;0;10,015;28,368;114,77;31,804;56,456;0;;21,004;19,593;12,497;0,43402;0,25796;0,18837;0,18837;0,52391;15,096;16,605237
0,27125;0,10895;0,45988;52,212;80,119;0,63827;0,31461;78,842;12,464;0,85895;0,31461;28,878;0,21179;0,31461;118,87;30,707;91,789;0,31461;0,19918;32,855;11,504;0,32296;0,17173;0,77794;0,85895;26,727;25,485;10,666;47,265;-0,026391;0,19918;31,379;11,632;29,644;0,32296;16,008;?;0,85895;0,20447;17,507;0,010446;0,20447;87,37;54,515;19,078;39,161;40,951;0,30304;0,19185;52,212;0,10895;0,085969;19,921;19,921;24497;0,1977;0,31579;0,8023;0;11,109;66,954;25,175;14,498;36,633;0;;91,789;19,921;19,078;30707;0,45988;0,27125;0,31461;0,85895;12,464;14,949189
0,14355;0,2093;0,30549;31,177;63,468;0;0,17884;37,777;10,999;0,7907;0,19701;12,397;0,22214;0,17884;312,68;11,673;47,777;0,17884;0,16259;51,319;1,243;0,17685;0,13051;0,28436;0,29169;0,99873;97,299;0,55517;43,544;0,083588;0,16903;57,46;63,522;4,378;0,18357;10,999;5,04;0,84925;0,16689;0,81944;0,02879;0,16078;110,02;58,701;0,92822;20,457;61,6;0,11135;0,10124;21,487;0,14425;0,15742;1,437;15,434;6908;0,16689;0,18154;0,84063;0,074049;71,124;6,218;47,87;76,248;19,989;0;;47,777;15,434;0,92822;11673;0,30549;0,14355;0,17884;0,7907;10,999;12,63115
0,16034;0,14606;0,49346;71,407;412,25;0;0,16034;58,467;0,8661;0,85394;0,19106;19,952;0,19841;0,16034;310,22;11,766;68,467;0,16034;0,18512;45,332;12,675;0;0,18512;0,19321;0,8363;11,766;0;11,579;50,541;-0,04604;0,37028;84,8;43,043;23,682;0,005791;0,8661;?;0,85394;0,006686;23,509;0,42302;0;162,21;116,88;14,906;58,021;113,51;-0,011509;-0,013288;39,288;0,08036;0,23233;20,037;20,037;55899;0,60064;0,18776;0,44222;0;80,518;31,229;33,866;10,778;20,323;0;;68,467;20,037;14,906;11766;0,49346;0,16034;0,16034;0,85394;0,8661;2,724214
0,15182;0,35902;0,20747;18,225;-56,524;0,33537;0,18973;17,789;11,505;0,63868;0,18973;0,75218;0,14539;0,18973;602,06;0,60625;27,853;0,18973;0,12673;54,47;11,797;0,19726;0,10141;0,42148;0,63868;0,50067;15,159;0,38399;49,225;0,23604;0,12673;70,751;51,589;0,54942;0,19726;15,094;22,128;0,74546;0,13176;0,038515;0,052416;0,13176;109,71;55,243;0,67955;0,93681;62,666;0,16932;0,1131;12,804;0,25223;0,19384;11,821;13,797;17354;0,13079;0,23771;0,86921;0,1672;6,701;66,072;61,498;59,352;27,708;0;;27,853;13,797;0,67955;0,60625;0,20747;0,15182;0,18973;0,63868;11,505;12,975829
0,2749;0,7302;0,18135;21,253;5,149;-0,019642;0,28082;0,36948;0,94227;0,2698;0,32211;17,424;0,3147;0,28082;898,79;0,4061;13,695;0,28082;0,29802;66,206;?;0,24482;0,29174;0,28082;0,25525;0,39799;59,281;0,27582;41,384;0,7339;0,32527;84,256;43,321;0,95613;0,2441;0,94227;0,30156;0,83884;0,25906;0,24412;0,093422;0,25982;117,44;51,231;16,084;10,648;89,354;0,2291;0,24314;0,46907;0,16116;0,23084;0,41035;12,758;2493,9;0,25906;10,189;0,72477;21,091;55,131;71,247;62,428;58,467;14,331;0;;13,695;12,758;16,084;0,4061;0,18135;0,2749;0,28082;0,2698;0,94227;2,633336
0,06596;0,45908;-0,01958;0,91357;-21,607;0,18521;0,084392;10,503;1,11;0,48216;0,084392;0,37255;0,1637;0,084392;1092,1;0,33423;21,782;0,084392;0,090035;82,121;11,243;0,097735;0,07037;0,23364;0,48216;0,29408;11,574;-0,024689;53,561;0,46532;0,090035;97,916;37,277;0,21289;0,097735;0,9594;0,79921;0,71472;0,10427;0,12712;0,090497;0,10427;69,374;61,162;31,277;0,82047;91,156;0,028689;0,030607;0,45079;0,22653;0,26826;0,60798;0,90123;-4445,3;0,099111;0,1368;0,90089;0,48232;44,446;59,678;88,212;41,378;11,819;0;;21,782;0,90123;31,277;0,33423;-0,01958;0,06596;0,084392;0,48216;1,11;1,7466376
0,026169;0,8535;-0,10403;0,87608;-64,591;-0,03376;0,036697;0,17164;16,922;0,1465;0,052338;0,043716;0,047738;0,036697;3856,5;0,094645;11,716;0,036697;0,021687;38,263;11,401;0,047746;0,015465;0,052087;0,13145;0,08231;30,527;-0,39318;48,224;0,49544;0,030586;186,19;19,604;19,281;0,046536;16,922;46,566;0,15848;0,027501;0,025099;0,30982;0,028216;154,09;115,82;0,14752;0,66476;39,345;0,003664;0,002165;0,86166;0,83945;0,51011;0,55372;0,59901;-6910,4;0,027501;0,17863;0,97856;0,081801;95,392;31,513;181,07;20,158;63,958;0;;11,716;0,59901;0,14752;0,094645;-0,10403;0,026169;0,036697;0,1465;16,922;17,0428007
0,30863;0,065135;0,64544;10,909;145,75;0,9104;0,38288;12,775;12,764;0,83209;0,38288;58,782;0,24286;0,38288;56,889;6,416;15,353;0,38288;0,22251;23,033;10,284;0,37143;0,17936;0,38288;0,83209;52,762;27,552;22,301;39,885;-0,21301;0,22251;17,636;20,697;57,024;0,37143;17,339;?;0,83209;0,21585;67,079;0,005269;0,21585;58,046;35,013;28,423;92,421;29,4;0,3364;0,19549;10,909;0,065135;0,048316;2,875;2,875;6286,4;0,21656;0,37091;0,78344;0;15,847;10,425;13,816;26,418;59,454;0;;15,353;2,875;28,423;6416;0,64544;0,30863;0,38288;0,83209;12,764;15,733368
0,001472;0,44245;0,11607;13,376;34,561;0,084659;0,001083;12,602;0,5097;0,55755;0,081887;0,003149;0,035435;0,001083;8941,3;0,040822;22,602;0,001083;0,002124;60,6;21,639;0,017649;0,002888;0,004606;0,29843;0,041702;0,21842;0,21492;5,242;0,75643;0,037706;512,58;0,75668;0,58807;0,26485;0,5097;65,926;0,61448;0,51962;0,1933;0,42591;0,034626;281,76;221,16;0,017397;10,915;118,71;0,00067;0,001315;10,395;0,34386;13,216;10,324;11,378;13,376;0,51962;0,00264;0,55371;0,1021;60,231;16,504;246,24;14,823;0,94377;0;;22,602;11,378;0,017397;0,040822;0,11607;0,001472;0,001083;0,55755;0,5097;0,9891487
0,047553;0,9737;-0,075717;0,92224;-188,07;0,15226;0,047553;0,027013;1,032;0,026302;0,047553;0,048838;0,045325;0,047553;5272,4;0,069229;1,027;0,047553;0,031975;163,46;10,249;0,045636;0,031975;0,15226;0,026302;0,069229;0,31668;-0,74218;44,363;0,60147;0,031975;246,62;1,48;0,046869;0,045636;14,991;?;0,026302;0,030686;0,082058;0,4888;0,030686;200,78;37,318;0,071398;0,23822;168,69;0,025781;0,017335;0,92224;0,9737;0,67567;0,25782;0,25782;-2067,6;0,031017;1,808;0,96898;0;2,233;97,809;238,97;15,274;14,578;0;;1,027;0,25782;0,071398;0,069229;-0,075717;0,047553;0,047553;0,026302;1,032;1,1804199
0,023894;0,63622;0,27942;1,459;-23,696;-18,899;0,035749;0,57178;20,002;0,36378;0,055736;0,058731;0,026076;0,035749;4452,2;0,081982;15,718;0,035749;0,017872;71,97;1,215;0,024713;0,011945;0,054879;0,11114;0,063349;12,365;24,971;37,323;0,29856;0,021329;112,7;32,386;30,985;0,028915;20,002;17,931;0,39131;0,014456;0,086634;0,5157;0,012355;152,44;80,468;0,060582;0,8111;73,025;0,008303;0,004151;13,959;0,60869;0,30877;32,511;34,971;1508,6;0,014456;0,065682;0,98244;0,075688;50,716;4,536;111,07;32,861;17,876;0;;15,718;34,971;0,060582;0,081982;0,27942;0,023894;0,035749;0,36378;20,002;20,7069953
0,058747;0,84597;-0,44405;0,4751;-284,37;0,037763;0,074388;0,11615;1,059;0,09826;0,074388;0,087932;0,15544;0,074388;2323,2;0,15711;11,821;0,074388;0,086996;63,357;?;0,055312;0,068703;0,056584;0,09826;0,13862;0,68503;-0,74247;47,384;0,86556;0,086996;382,41;0,95446;0,065383;0,055312;0,94888;?;0,09826;0,064687;0,12408;0,24433;0,064687;126,76;63,401;0,3958;0,29965;67,094;-0,003209;-0,003753;0,4751;0,84597;10,477;0,16429;0,16429;-24311;0,055701;0,59787;0,9443;0;5,761;5,757;361,11;10,108;14,297;0;;11,821;0,16429;0,3958;0,15711;-0,44405;0,058747;0,074388;0,09826;1,059;0,9128222
0,21823;0,15205;0,63071;73,404;58,438;0;0,25439;55,766;18,365;0,84795;0,25485;25,574;0,15334;0,25439;197,08;1,852;65,766;0,25439;0,13852;73,394;10,755;0,24898;0,11883;0,44949;0,27315;16,142;540,58;23,375;41,072;0,041147;0,13877;22,444;16,263;10,639;0,21881;18,365;12,474;0,87688;0,11914;0,80151;0,018351;0,13557;129,27;55,881;0,59095;3,628;83,321;0,22177;0,12076;48,021;0,099474;0,061491;31,426;32,499;8073,8;0,11914;0,25736;0,86586;0,034119;49,732;65,318;19,77;18,462;68,065;0;;65,766;32,499;0,59095;1852;0,63071;0,21823;0,25439;0,84795;18,365;20,775631
0,091195;0,50396;0,032398;10,668;-51,069;0;0,1146;0,9843;32,449;0,49604;0,11685;0,2362;0,044972;0,1146;1260,5;0,28957;19,843;0,1146;0,035317;80,725;10,475;0,1151;0,028104;0,15216;0,48771;0,24312;51,11;0,067158;38,572;0,14166;0,036011;56,53;64,568;62,164;0,11211;32,449;44,943;0,50596;0,03455;0,10079;0,11472;0,03547;52,72;44,648;12,707;0,91886;83,614;0,08377;0,025816;10,271;0,48519;0,15488;10,283;10,488;233,18;0,03455;0,18384;0,96492;0,019998;45,215;81,751;54,577;66,878;67,264;0;;19,843;10,488;12,707;0,28957;0,032398;0,091195;0,1146;0,49604;32,449;33,2913546
0,1664;0,42797;0,37726;30,689;22,913;0,29199;0,20885;13,022;11,471;0,5573;0,20885;11,453;0,13526;0,20885;578,67;0,63076;23,366;0,20885;0,10464;46,559;13,461;0,24262;0,083375;0,36184;0,5573;0,53157;13,945;0,85666;44,753;0,17669;0,10464;38,254;95,414;0,56692;0,24262;20,155;12,419;0,80292;0,12157;0,49996;0,046326;0,12157;85,673;39,114;0,65362;16,728;53,407;0,18153;0,090956;13,076;0,18235;0,10481;12,655;18,232;11271;0,12822;0,29857;0,87178;0,44073;78,395;93,317;33,349;10,945;45,318;0;;23,366;18,232;0,65362;0,63076;0,37726;0,1664;0,20885;0,5573;11,471;13,180257
0,09909;0,70766;0,059643;11,082;-69,591;0,008781;0,12928;0,4131;18,655;0,29234;0,15696;0,2345;0,09819;0,12928;1410,1;0,25884;14,131;0,12928;0,069301;73,043;0,99283;0,14473;0,053118;0,17126;0,26736;0,21618;52,295;0,15331;40,588;0,35464;0,084137;118,27;30,862;24,044;0,16401;18,655;16,467;0,43665;0,087917;0,092346;0,11876;0,077582;109,58;36,535;0,26543;0,43104;80,083;0,090838;0,048694;0,86334;0,55131;0,32402;0,75142;11,224;682,92;0,087917;0,33896;0,93164;0,49364;49,971;99,905;107,87;33,837;47,951;0;;14,131;11,224;0,26543;0,25884;0,059643;0,09909;0,12928;0,29234;18,655;19,4673256
0,039922;0,49155;0,096985;11,974;-56,728;0;0,047745;10,344;0,66441;0,50845;0,047754;0,097199;0,075605;0,047745;3571,7;0,10219;20,344;0,047745;0,071861;109,29;?;0,012594;0,060086;0,047745;0,046299;0,086276;1557,2;0,23551;39,373;0,48597;0,071874;274,74;13,286;13,276;0,011811;0,66441;?;0,50845;0,017777;0,34436;10,865;0,018955;230,2;120,92;0,20068;0,79245;111,26;0,010107;0,015212;11,966;0,49121;0,7527;12,347;12,347;839,42;0,017776;0,078516;0,93118;0;33,398;30,186;269,85;13,526;16,134;0;;20,344;12,347;0,20068;0,10219;0,096985;0,039922;0,047745;0,50845;0,66441;1,2993113
0,072629;0,65692;0,051821;10,992;-5,792;0;0,092493;0,52226;51,088;0,34308;0,15462;0,17697;0,02393;0,092493;1961,3;0,1861;15,223;0,092493;0,018105;8,992;11,799;0,14542;0,014216;0,10462;0,31989;0,15587;23,407;0,12178;40,497;0,11263;0,021809;38,671;94,386;75,094;0,17579;51,088;35,454;0,46961;0,03441;0,16524;0,125;0,028464;34,872;25,88;0,57707;0,85834;93,124;0,11566;0,022639;0,87449;0,52265;0,10595;0,80624;11,036;580,98;0,03441;0,2117;0,98207;0,36881;40,592;14,103;37,34;9,775;12,006;0;;15,223;11,036;0,57707;0,1861;0,051821;0,072629;0,092493;0,34308;51,088;51,7629407
0,16275;0,61729;0,15567;12,555;-77,942;0,039981;0,21447;0,61997;22,045;0,38271;0,32636;0,35203;0,12572;0,21447;812,94;0,44899;1,62;0,21447;0,097287;89,178;1,361;0,32545;0,073827;0,2631;0,24664;0,36521;29,086;0,66212;35,652;0,22619;0,12982;120,87;30,199;29,805;0,3647;22,045;?;0,38271;0,16543;0,19774;0,053014;0,14763;106,7;17,519;0,30217;0,37143;106,86;0,26276;0,11919;12,391;0,60923;0,33114;16,278;16,278;572,01;0,16543;0,42527;0,90334;0;40,929;20,834;100,87;36,185;93,769;0;;1,62;16,278;0,30217;0,44899;0,15567;0,16275;0,21447;0,38271;22,045;23,397031
0,11993;0,43407;0,091228;12,507;-17,667;0;0,14828;13,038;12,911;0,56593;0,15497;0,40747;0,16262;0,14828;754,58;0,48371;23,038;0,14828;0,11484;40,79;10,682;0,15205;0,09289;0,31747;0,50624;0,41842;22,702;0,16743;46,477;0,33317;0,11963;116,22;31,406;26,329;0,14826;12,911;60,297;0,61748;0,11483;0,010755;0,067694;0,11777;127,56;86,767;0,8312;0,85419;46,082;0,090357;0,069984;10,485;0,3639;0,31841;10,386;11,332;4053,6;0,11483;0,21192;0,88581;0,091091;89,483;42,067;102,87;3,548;23,696;0;;23,038;11,332;0,8312;0,48371;0,091228;0,11993;0,14828;0,56593;12,911;14,0172576
0,078096;0,75394;0,1767;1,238;-134,98;-0,53698;0,078096;0,32637;18,353;0,24606;0,13904;0,10521;0,17032;0,078096;880,34;0,41461;13,264;0,078096;0,042551;52,421;0,8767;0;0,042551;0,098371;-0,37574;0,41461;0;21,814;35,535;0,402;0,085102;466,75;0,782;0,76994;0,027912;18,353;?;0,24606;0,015208;0,07943;0,10717;0;171,04;118,62;0,29628;0,88294;165,74;-0,23449;-0,12777;12,189;0,7423;12,788;30,378;30,378;632;0,68372;0,31738;0,44249;0;69,628;30,771;147,62;24,725;22,658;0;;13,264;30,378;0,29628;0,41461;0,1767;0,078096;0,078096;0,24606;18,353;19,0797272
0,001688;0,20861;0,23298;21,169;-11,208;-0,11266;0,001625;23,357;10,161;0,48725;0,001625;0,007789;0,029139;0,001625;1356,8;0,26902;47,937;0,001625;0,000844;50,258;12,902;0,008188;0,000876;-0,11949;0,48725;0,26932;0,043203;0,41723;45,167;0,10628;0,000844;40,173;90,857;0,039252;0,008188;19,746;?;0,48725;0,004252;0,13921;0,10941;0,004252;78,187;27,929;0,006365;0,84565;51,068;-0,046306;-0,024044;21,169;0,20861;0,11006;0,87256;0,87256;7655,7;0,015875;0,003464;0,98412;0;72,626;13,069;39,535;92,322;34,489;0;;47,937;0,87256;0,006365;0,26902;0,23298;0,001688;0,001625;0,48725;10,161;10,7406517
-0,079059;0,31436;0,071053;12,613;-12,332;-0,12517;-0,067636;18,347;0,96785;0,57675;-0,067636;-0,24877;0,008868;-0,067636;8124;0,044929;31,811;-0,067636;-0,042464;27,252;11,457;-0,052649;-0,049636;-0,11739;0,57675;0,008591;-0,31992;0,10814;5,291;0,19575;-0,042464;60,302;60,529;-0,16748;-0,052649;16,185;52,738;0,61922;-0,033055;0,030452;0,35503;-0,033055;76,69;49,438;-0,6648;0,82394;26,376;-0,13441;-0,084387;10,909;0,27188;0,16521;0,87777;0,94241;13887;-0,033217;-0,13708;10,332;0,073649;13,393;7,383;62,305;58,583;24,241;0;;31,811;0,94241;-0,6648;0,044929;0,071053;-0,079059;-0,067636;0,57675;0,96785;1,0652822
0,1692;0,48629;0,17864;14,421;147,14;0;0,1692;10,564;17,359;0,51371;0,19755;0,4188;0,43214;0,1692;236,61;15,426;20,564;0,1692;0,097476;60,136;15,322;0,002325;0,097476;0,30278;0,50356;15,426;0,082019;0,42805;56,613;0,25672;0,2193;471,04;0,77489;0,64381;0,031882;17,359;?;0,51371;0,018366;0,10591;0,027791;0,001339;113,52;53,384;0,59164;0,73429;333,42;-0,57861;-0,33333;11,982;0,40403;12,905;12,309;12,309;81908;0,81964;0,32938;0,20793;0;60,696;68,372;84,955;42,964;41,594;0;;20,564;12,309;0,59164;15426;0,17864;0,1692;0,1692;0,51371;17,359;18,676834
-0,03898;0,74215;-0,24596;0,48611;-85,687;-0,002812;-0,046156;0,34745;13,964;0,25785;-0,015679;-0,096436;-0,003006;-0,046156;-64531;-0,005656;13,474;-0,046156;-0,033053;16,088;0,99525;-0,032313;-0,027914;-0,013759;0,1023;0,004013;-10,602;-0,32054;40,091;0,51811;-0,014778;129,55;28,174;1,817;0,047919;13,964;0,69268;0,50488;0,034316;0,046235;25,647;-0,02314;55,03;38,942;-0,63331;0,35751;16,66;-0,074271;-0,053187;0,3135;0,47862;0,35493;0,33604;0,65797;-2511,7;0,034316;-0,15117;10,323;0,95802;22,688;93,729;125,1;29,176;18,198;0;;13,474;0,65797;-0,63331;-0,005656;-0,24596;-0,03898;-0,046156;0,25785;13,964;13,6166712
0,089577;0,098064;0,52509;63,546;80,183;0,28584;0,12141;72,853;10,509;0,71443;0,12141;12,381;0,090824;0,12141;166,21;2,196;10,197;0,12141;0,051205;19,882;10,217;0,11291;0,03778;0,3879;0,71443;18,714;0,50043;13,934;49,277;-0,018574;0,051205;15,864;23,008;11,514;0,11291;23,938;?;0,71443;0,047621;17,607;0,015586;0,047621;69,349;67,361;69,358;62,229;20,893;0,018972;0,008002;63,546;0,098064;0,043463;18,958;18,958;44461;0,048412;0,12538;0,95159;0;183,59;54,186;15,096;24,178;62,918;0;;10,197;18,958;69,358;2196;0,52509;0,089577;0,12141;0,71443;10,509;12,0938268
